pincode,area,neighborhood,latitude,longitude,occurrence_time,report_time,authority_arrival_time,hour,day_of_week,is_weekend,is_night,is_evening,is_rush_hour,reporting_delay_minutes,response_time_minutes,total_resolution_time_minutes,victim_age,signal_count_last_7d,signal_count_last_30d,signal_density_ratio,risk_level
600011,Royapuram,North Chennai,13.110418,80.296603,2025-07-18T23:48:00,2025-07-19T00:13:00,2025-07-19T00:36:00,23,4,0,1,0,0,25,23,48,24,9,41,0.214,2
600017,T. Nagar,Central Chennai,13.039362,80.237233,2025-07-27T13:30:00,2025-07-27T13:42:00,2025-07-27T13:53:00,13,6,1,0,0,0,12,11,23,55,3,27,0.107,1
600001,Parrys Corner,George Town,13.084537,80.277408,2025-08-11T14:21:00,2025-08-11T14:34:00,2025-08-11T14:51:00,14,0,0,0,0,0,13,17,30,26,7,48,0.143,2
600017,T. Nagar,Central Chennai,13.040124,80.233524,2025-06-08T22:16:00,2025-06-08T22:24:00,2025-06-08T22:39:00,22,6,1,1,1,0,8,15,23,19,5,32,0.152,1
600042,Thiruvanmiyur,South Chennai,12.979941,80.259412,2025-07-10T01:28:00,2025-07-10T01:32:00,2025-07-10T01:39:00,1,3,0,1,0,0,4,7,11,33,3,13,0.214,0
600017,T. Nagar,Central Chennai,13.039412,80.237869,2025-06-02T22:39:00,2025-06-02T22:50:00,2025-06-02T23:06:00,22,0,0,1,1,0,11,16,27,27,4,34,0.114,2
600021,Kodungaiyur,North Chennai,13.137142,80.251003,2025-10-26T01:44:00,2025-10-26T02:00:00,2025-10-26T02:32:00,1,6,1,1,0,0,16,32,48,39,5,42,0.116,2
600021,Kodungaiyur,North Chennai,13.131303,80.255662,2025-08-04T00:17:00,2025-08-04T00:22:00,2025-08-04T00:46:00,0,0,0,1,0,0,5,24,29,17,6,39,0.15,2
600023,Vyasarpadi,North Chennai,13.10917,80.247004,2025-09-22T20:21:00,2025-09-22T20:33:00,2025-09-22T20:54:00,20,0,0,0,1,1,12,21,33,18,4,31,0.125,2
600119,Besant Nagar,South Chennai,13.001375,80.264109,2025-11-24T08:36:00,2025-11-24T08:41:00,2025-11-24T08:48:00,8,0,0,0,0,1,5,7,12,37,2,13,0.143,0
600003,Park Town,Central Chennai,13.079199,80.282551,2025-09-08T07:03:00,2025-09-08T07:21:00,2025-09-08T07:40:00,7,0,0,0,0,0,18,19,37,15,8,39,0.2,2
600023,Vyasarpadi,North Chennai,13.110987,80.246694,2025-11-27T23:42:00,2025-11-28T00:08:00,2025-11-28T00:31:00,23,3,0,1,0,0,26,23,49,17,4,45,0.087,2
600042,Thiruvanmiyur,South Chennai,12.979275,80.260086,2025-10-09T21:30:00,2025-10-09T21:33:00,2025-10-09T21:40:00,21,3,0,0,1,0,3,7,10,79,5,11,0.417,0
600017,T. Nagar,Central Chennai,13.032535,80.234081,2025-06-03T22:03:00,2025-06-03T22:21:00,2025-06-03T22:35:00,22,1,0,1,1,0,18,14,32,15,5,32,0.152,1
600021,Kodungaiyur,North Chennai,13.1283,80.254745,2025-06-19T11:26:00,2025-06-19T11:45:00,2025-06-19T12:03:00,11,3,0,0,0,0,19,18,37,54,10,51,0.192,2
600042,Thiruvanmiyur,South Chennai,12.985486,80.258554,2025-06-30T19:20:00,2025-06-30T19:24:00,2025-06-30T19:34:00,19,0,0,0,1,1,4,10,14,34,3,14,0.2,0
600018,Kodambakkam,West Chennai,13.051006,80.224508,2025-09-14T19:00:00,2025-09-14T19:12:00,2025-09-14T19:30:00,19,6,1,0,1,1,12,18,30,25,4,25,0.154,1
600007,Perambur,North Chennai,13.114683,80.235952,2025-08-02T21:43:00,2025-08-02T22:27:00,2025-08-02T22:52:00,21,5,1,0,1,0,44,25,69,20,6,31,0.188,2
600113,Sholinganallur,IT Corridor,12.901148,80.225172,2025-10-10T04:06:00,2025-10-10T04:09:00,2025-10-10T04:20:00,4,4,0,1,0,0,3,11,14,53,5,22,0.217,1
600090,Velachery,South Chennai,12.978123,80.216449,2025-10-25T21:35:00,2025-10-25T21:39:00,2025-10-25T21:51:00,21,5,1,0,1,0,4,12,16,37,5,18,0.263,0
600021,Kodungaiyur,North Chennai,13.129541,80.256313,2025-10-14T20:27:00,2025-10-14T20:34:00,2025-10-14T21:09:00,20,1,0,0,1,1,7,35,42,18,7,39,0.175,2
600127,Perungudi,IT Corridor,12.961767,80.243385,2025-10-07T16:24:00,2025-10-07T16:29:00,2025-10-07T16:41:00,16,1,0,0,0,0,5,12,17,17,2,21,0.091,0
600090,Velachery,South Chennai,12.97412,80.219951,2025-06-13T04:11:00,2025-06-13T04:18:00,2025-06-13T04:28:00,4,4,0,1,0,0,7,10,17,19,2,31,0.062,1
600003,Park Town,Central Chennai,13.080916,80.283195,2025-10-28T20:10:00,2025-10-28T20:26:00,2025-10-28T20:43:00,20,1,0,0,1,1,16,17,33,34,7,34,0.2,2
600119,Besant Nagar,South Chennai,13.003967,80.268248,2025-06-23T20:56:00,2025-06-23T20:59:00,2025-06-23T21:08:00,20,0,0,0,1,1,3,9,12,28,2,16,0.118,0
600006,Triplicane,Central Chennai,13.053407,80.277478,2025-08-09T09:38:00,2025-08-09T09:44:00,2025-08-09T09:58:00,9,5,1,0,0,1,6,14,20,24,3,33,0.088,1
600023,Vyasarpadi,North Chennai,13.108982,80.246084,2025-07-06T15:03:00,2025-07-06T15:30:00,2025-07-06T15:55:00,15,6,1,0,0,0,27,25,52,40,4,43,0.091,2
600006,Triplicane,Central Chennai,13.04818,80.274454,2025-11-24T19:17:00,2025-11-24T19:27:00,2025-11-24T19:41:00,19,0,0,0,1,1,10,14,24,54,7,43,0.159,1
600023,Vyasarpadi,North Chennai,13.108071,80.244282,2025-07-01T21:12:00,2025-07-01T21:24:00,2025-07-01T21:45:00,21,1,0,0,1,0,12,21,33,17,1,45,0.022,2
600021,Kodungaiyur,North Chennai,13.132141,80.255512,2025-07-06T12:04:00,2025-07-06T12:36:00,2025-07-06T12:56:00,12,6,1,0,0,0,32,20,52,18,7,54,0.127,2
600020,Anna Nagar,West Chennai,13.083656,80.202774,2025-09-10T01:48:00,2025-09-10T01:54:00,2025-09-10T02:06:00,1,2,0,1,0,0,6,12,18,55,4,18,0.211,1
600007,Perambur,North Chennai,13.113588,80.238988,2025-06-18T05:47:00,2025-06-18T06:05:00,2025-06-18T06:25:00,5,2,0,1,0,0,18,20,38,28,7,34,0.2,2
600020,Anna Nagar,West Chennai,13.079668,80.210177,2025-07-07T00:23:00,2025-07-07T00:28:00,2025-07-07T00:37:00,0,0,0,1,0,0,5,9,14,51,4,25,0.154,1
600007,Perambur,North Chennai,13.113057,80.236231,2025-08-31T21:35:00,2025-08-31T21:44:00,2025-08-31T22:08:00,21,6,1,0,1,0,9,24,33,22,6,49,0.12,2
600003,Park Town,Central Chennai,13.075935,80.285548,2025-06-18T23:07:00,2025-06-18T23:27:00,2025-06-18T23:48:00,23,2,0,1,0,0,20,21,41,30,5,45,0.109,2
600007,Perambur,North Chennai,13.113275,80.241218,2025-09-28T04:46:00,2025-09-28T05:04:00,2025-09-28T05:25:00,4,6,1,1,0,0,18,21,39,79,9,42,0.209,2
600007,Perambur,North Chennai,13.11057,80.234846,2025-09-28T21:31:00,2025-09-28T21:47:00,2025-09-28T22:14:00,21,6,1,0,1,0,16,27,43,37,6,40,0.146,2
600001,Parrys Corner,George Town,13.085533,80.276431,2025-06-07T02:21:00,2025-06-07T02:58:00,2025-06-07T03:22:00,2,5,1,1,0,0,37,24,61,16,5,38,0.128,2
600003,Park Town,Central Chennai,13.076669,80.286495,2025-11-11T04:42:00,2025-11-11T04:47:00,2025-11-11T05:06:00,4,1,0,1,0,0,5,19,24,44,4,45,0.087,2
600017,T. Nagar,Central Chennai,13.037962,80.237213,2025-10-17T08:42:00,2025-10-17T09:01:00,2025-10-17T09:16:00,8,4,0,0,0,1,19,15,34,84,4,37,0.105,1
600004,Mylapore,Central Chennai,13.034616,80.263538,2025-09-17T16:25:00,2025-09-17T16:38:00,2025-09-17T16:51:00,16,2,0,0,0,0,13,13,26,52,7,34,0.2,1
600007,Perambur,North Chennai,13.115071,80.238682,2025-06-23T17:06:00,2025-06-23T17:47:00,2025-06-23T18:22:00,17,0,0,0,0,1,41,35,76,21,9,45,0.196,2
600090,Velachery,South Chennai,12.975631,80.214335,2025-06-12T03:34:00,2025-06-12T03:35:00,2025-06-12T03:43:00,3,3,0,1,0,0,1,8,9,16,2,15,0.125,1
600021,Kodungaiyur,North Chennai,13.134565,80.255513,2025-09-17T04:55:00,2025-09-17T05:07:00,2025-09-17T05:43:00,4,2,0,1,0,0,12,36,48,15,5,43,0.114,2
600023,Vyasarpadi,North Chennai,13.104151,80.249615,2025-11-08T10:26:00,2025-11-08T10:31:00,2025-11-08T11:05:00,10,5,1,0,0,1,5,34,39,59,5,33,0.147,2
600006,Triplicane,Central Chennai,13.051236,80.280308,2025-11-11T21:17:00,2025-11-11T21:25:00,2025-11-11T21:39:00,21,1,0,0,1,0,8,14,22,17,4,32,0.121,1
600041,Adyar,South Chennai,13.007071,80.256679,2025-09-24T01:57:00,2025-09-24T01:59:00,2025-09-24T02:07:00,1,2,0,1,0,0,2,8,10,54,1,15,0.062,1
600007,Perambur,North Chennai,13.122593,80.243494,2025-10-19T17:18:00,2025-10-19T17:43:00,2025-10-19T18:03:00,17,6,1,0,0,1,25,20,45,30,2,42,0.047,2
600127,Perungudi,IT Corridor,12.959541,80.241891,2025-09-01T05:35:00,2025-09-01T05:40:00,2025-09-01T05:51:00,5,0,0,1,0,0,5,11,16,17,1,11,0.083,1
600011,Royapuram,North Chennai,13.10444,80.290316,2025-11-02T23:42:00,2025-11-03T00:17:00,2025-11-03T00:39:00,23,6,1,1,0,0,35,22,57,15,4,42,0.093,2
600113,Sholinganallur,IT Corridor,12.899828,80.224775,2025-11-19T05:26:00,2025-11-19T05:30:00,2025-11-19T05:43:00,5,2,0,1,0,0,4,13,17,44,4,18,0.211,1
600018,Kodambakkam,West Chennai,13.048395,80.222661,2025-07-10T20:10:00,2025-07-10T20:14:00,2025-07-10T20:30:00,20,3,0,0,1,1,4,16,20,53,1,40,0.024,1
600011,Royapuram,North Chennai,13.104938,80.289265,2025-07-05T21:13:00,2025-07-05T21:24:00,2025-07-05T21:41:00,21,5,1,0,1,0,11,17,28,69,7,50,0.137,2
600018,Kodambakkam,West Chennai,13.048169,80.22118,2025-09-19T18:52:00,2025-09-19T18:56:00,2025-09-19T19:09:00,18,4,0,0,1,1,4,13,17,79,7,33,0.206,1
600011,Royapuram,North Chennai,13.10589,80.288794,2025-11-03T00:03:00,2025-11-03T00:29:00,2025-11-03T00:47:00,0,0,0,1,0,0,26,18,44,39,6,37,0.158,2
600018,Kodambakkam,West Chennai,13.049472,80.225637,2025-11-26T22:06:00,2025-11-26T22:11:00,2025-11-26T22:30:00,22,2,0,1,1,0,5,19,24,18,5,21,0.227,2
600113,Sholinganallur,IT Corridor,12.905256,80.224613,2025-10-13T17:02:00,2025-10-13T17:06:00,2025-10-13T17:21:00,17,0,0,0,0,1,4,15,19,39,5,15,0.312,0
600007,Perambur,North Chennai,13.116117,80.235736,2025-06-18T08:24:00,2025-06-18T08:52:00,2025-06-18T09:20:00,8,2,0,0,0,1,28,28,56,42,6,47,0.125,2
600090,Velachery,South Chennai,12.971705,80.218059,2025-11-18T04:16:00,2025-11-18T04:21:00,2025-11-18T04:32:00,4,1,0,1,0,0,5,11,16,45,1,22,0.043,1
600017,T. Nagar,Central Chennai,13.035975,80.236119,2025-08-06T08:47:00,2025-08-06T09:00:00,2025-08-06T09:12:00,8,2,0,0,0,1,13,12,25,35,5,33,0.147,1
600004,Mylapore,Central Chennai,13.035683,80.261488,2025-09-17T14:13:00,2025-09-17T14:17:00,2025-09-17T14:27:00,14,2,0,0,0,0,4,10,14,28,2,28,0.069,1
600028,Nungambakkam,Central Chennai,13.058751,80.238362,2025-06-14T01:18:00,2025-06-14T01:28:00,2025-06-14T01:42:00,1,5,1,1,0,0,10,14,24,28,2,33,0.059,1
600017,T. Nagar,Central Chennai,13.041995,80.230221,2025-10-20T21:58:00,2025-10-20T22:03:00,2025-10-20T22:18:00,21,0,0,0,1,0,5,15,20,15,6,25,0.231,1
600003,Park Town,Central Chennai,13.080126,80.286069,2025-10-09T07:22:00,2025-10-09T07:34:00,2025-10-09T07:54:00,7,3,0,0,0,0,12,20,32,28,5,28,0.172,2
600006,Triplicane,Central Chennai,13.062476,80.281369,2025-11-16T19:14:00,2025-11-16T19:23:00,2025-11-16T19:42:00,19,6,1,0,1,1,9,19,28,80,4,34,0.114,1
600090,Velachery,South Chennai,12.975997,80.216604,2025-08-09T14:28:00,2025-08-09T14:37:00,2025-08-09T14:46:00,14,5,1,0,0,0,9,9,18,51,5,21,0.227,0
600042,Thiruvanmiyur,South Chennai,12.982957,80.262746,2025-09-11T06:13:00,2025-09-11T06:19:00,2025-09-11T06:26:00,6,3,0,0,0,0,6,7,13,21,1,13,0.071,0
600017,T. Nagar,Central Chennai,13.039273,80.236637,2025-10-02T03:45:00,2025-10-02T03:49:00,2025-10-02T04:00:00,3,3,0,1,0,0,4,11,15,33,4,26,0.148,1
600018,Kodambakkam,West Chennai,13.053099,80.220703,2025-09-30T16:18:00,2025-09-30T16:28:00,2025-09-30T16:45:00,16,1,0,0,0,0,10,17,27,30,3,30,0.097,1
600119,Besant Nagar,South Chennai,12.995597,80.262543,2025-11-14T07:52:00,2025-11-14T07:55:00,2025-11-14T08:02:00,7,4,0,0,0,0,3,7,10,26,2,14,0.133,0
600001,Parrys Corner,George Town,13.089202,80.277019,2025-07-16T04:39:00,2025-07-16T04:44:00,2025-07-16T05:09:00,4,2,0,1,0,0,5,25,30,78,5,43,0.114,2
600001,Parrys Corner,George Town,13.085169,80.276061,2025-06-07T09:00:00,2025-06-07T09:06:00,2025-06-07T09:27:00,9,5,1,0,0,1,6,21,27,48,6,33,0.176,2
600113,Sholinganallur,IT Corridor,12.90417,80.228303,2025-08-12T11:59:00,2025-08-12T12:08:00,2025-08-12T12:16:00,11,1,0,0,0,0,9,8,17,17,2,18,0.105,0
600001,Parrys Corner,George Town,13.094318,80.281369,2025-06-08T18:43:00,2025-06-08T18:48:00,2025-06-08T19:12:00,18,6,1,0,1,1,5,24,29,29,5,42,0.116,2
600041,Adyar,South Chennai,13.004987,80.253485,2025-07-20T17:27:00,2025-07-20T17:29:00,2025-07-20T17:36:00,17,6,1,0,0,1,2,7,9,15,2,19,0.1,0
600001,Parrys Corner,George Town,13.089923,80.282489,2025-08-17T04:25:00,2025-08-17T05:05:00,2025-08-17T05:32:00,4,6,1,1,0,0,40,27,67,16,2,47,0.042,2
600024,Ashok Nagar,West Chennai,13.03458,80.211667,2025-09-26T20:27:00,2025-09-26T20:46:00,2025-09-26T21:05:00,20,4,0,0,1,1,19,19,38,56,4,27,0.143,1
600006,Triplicane,Central Chennai,13.061001,80.27989,2025-07-17T21:53:00,2025-07-17T21:56:00,2025-07-17T22:12:00,21,3,0,0,1,0,3,16,19,25,7,32,0.212,1
600119,Besant Nagar,South Chennai,13.004327,80.265168,2025-08-08T12:43:00,2025-08-08T12:52:00,2025-08-08T12:59:00,12,4,0,0,0,0,9,7,16,37,3,15,0.188,0
600018,Kodambakkam,West Chennai,13.05252,80.226198,2025-09-29T03:32:00,2025-09-29T03:37:00,2025-09-29T03:57:00,3,0,0,1,0,0,5,20,25,28,2,26,0.074,2
600007,Perambur,North Chennai,13.111983,80.244031,2025-08-01T09:48:00,2025-08-01T10:10:00,2025-08-01T10:33:00,9,4,0,0,0,1,22,23,45,81,8,35,0.222,2
600017,T. Nagar,Central Chennai,13.038957,80.237657,2025-09-24T20:25:00,2025-09-24T20:40:00,2025-09-24T20:55:00,20,2,0,0,1,1,15,15,30,64,4,37,0.105,1
600011,Royapuram,North Chennai,13.10391,80.290995,2025-07-05T03:07:00,2025-07-05T03:15:00,2025-07-05T03:31:00,3,5,1,1,0,0,8,16,24,49,9,45,0.196,2
600001,Parrys Corner,George Town,13.090611,80.275006,2025-08-27T10:26:00,2025-08-27T10:57:00,2025-08-27T11:19:00,10,2,0,0,0,1,31,22,53,42,10,44,0.222,2
600113,Sholinganallur,IT Corridor,12.898722,80.223896,2025-08-31T00:02:00,2025-08-31T00:09:00,2025-08-31T00:18:00,0,6,1,1,0,0,7,9,16,73,6,20,0.286,1
600024,Ashok Nagar,West Chennai,13.033277,80.213643,2025-06-01T15:45:00,2025-06-01T15:48:00,2025-06-01T16:00:00,15,6,1,0,0,0,3,12,15,26,2,22,0.087,1
600127,Perungudi,IT Corridor,12.960795,80.237151,2025-08-10T10:22:00,2025-08-10T10:23:00,2025-08-10T10:39:00,10,6,1,0,0,1,1,16,17,69,2,18,0.105,0
600004,Mylapore,Central Chennai,13.031669,80.267778,2025-08-14T22:54:00,2025-08-14T22:59:00,2025-08-14T23:12:00,22,3,0,1,1,0,5,13,18,17,5,23,0.208,1
600090,Velachery,South Chennai,12.972732,80.213334,2025-06-22T11:16:00,2025-06-22T11:19:00,2025-06-22T11:26:00,11,6,1,0,0,0,3,7,10,32,2,21,0.091,0
600018,Kodambakkam,West Chennai,13.049146,80.227598,2025-06-17T19:21:00,2025-06-17T19:30:00,2025-06-17T19:48:00,19,1,0,0,1,1,9,18,27,18,3,28,0.103,1
600003,Park Town,Central Chennai,13.080435,80.283493,2025-06-07T23:11:00,2025-06-07T23:52:00,2025-06-08T00:06:00,23,5,1,1,0,0,41,14,55,65,12,46,0.255,2
600011,Royapuram,North Chennai,13.104507,80.289529,2025-06-01T21:09:00,2025-06-01T21:22:00,2025-06-01T21:39:00,21,6,1,0,1,0,13,17,30,35,4,42,0.093,2
600028,Nungambakkam,Central Chennai,13.056624,80.241286,2025-09-26T11:37:00,2025-09-26T11:46:00,2025-09-26T11:55:00,11,4,0,0,0,0,9,9,18,24,1,31,0.031,1
600003,Park Town,Central Chennai,13.073996,80.285241,2025-10-07T20:05:00,2025-10-07T20:15:00,2025-10-07T20:42:00,20,1,0,0,1,1,10,27,37,40,3,49,0.06,2
600011,Royapuram,North Chennai,13.10301,80.293768,2025-08-03T08:49:00,2025-08-03T09:09:00,2025-08-03T09:34:00,8,6,1,0,0,1,20,25,45,27,2,40,0.049,2
600021,Kodungaiyur,North Chennai,13.138311,80.25288,2025-06-15T22:07:00,2025-06-15T22:32:00,2025-06-15T22:55:00,22,6,1,1,1,0,25,23,48,44,6,48,0.122,2
600119,Besant Nagar,South Chennai,12.999921,80.267042,2025-11-09T14:31:00,2025-11-09T14:39:00,2025-11-09T14:45:00,14,6,1,0,0,0,8,6,14,40,2,13,0.143,0
600096,OMR,IT Corridor,12.935706,80.22701,2025-09-27T05:44:00,2025-09-27T05:50:00,2025-09-27T06:00:00,5,5,1,1,0,0,6,10,16,57,4,12,0.308,1
600090,Velachery,South Chennai,12.971693,80.218431,2025-08-27T12:15:00,2025-08-27T12:21:00,2025-08-27T12:29:00,12,2,0,0,0,0,6,8,14,41,5,18,0.263,0
600017,T. Nagar,Central Chennai,13.03458,80.237115,2025-08-09T16:22:00,2025-08-09T16:26:00,2025-08-09T16:37:00,16,5,1,0,0,0,4,11,15,31,5,33,0.147,1
600006,Triplicane,Central Chennai,13.052977,80.273642,2025-09-27T06:08:00,2025-09-27T06:22:00,2025-09-27T06:33:00,6,5,1,0,0,0,14,11,25,79,4,25,0.154,1
600018,Kodambakkam,West Chennai,13.048905,80.22799,2025-09-05T19:49:00,2025-09-05T19:52:00,2025-09-05T20:12:00,19,4,0,0,1,1,3,20,23,38,4,27,0.143,1
600090,Velachery,South Chennai,12.972799,80.216984,2025-09-04T00:05:00,2025-09-04T00:08:00,2025-09-04T00:20:00,0,3,0,1,0,0,3,12,15,20,2,26,0.074,1
600090,Velachery,South Chennai,12.979572,80.21774,2025-10-23T17:07:00,2025-10-23T17:10:00,2025-10-23T17:21:00,17,3,0,0,0,1,3,11,14,24,2,29,0.067,0
600018,Kodambakkam,West Chennai,13.054342,80.226484,2025-06-23T03:33:00,2025-06-23T03:41:00,2025-06-23T04:01:00,3,0,0,1,0,0,8,20,28,17,3,31,0.094,2
600017,T. Nagar,Central Chennai,13.037427,80.232097,2025-10-08T09:03:00,2025-10-08T09:14:00,2025-10-08T09:33:00,9,2,0,0,0,1,11,19,30,15,5,24,0.2,1
600024,Ashok Nagar,West Chennai,13.035658,80.211309,2025-06-11T00:29:00,2025-06-11T00:47:00,2025-06-11T01:04:00,0,2,0,1,0,0,18,17,35,28,1,27,0.036,1
600028,Nungambakkam,Central Chennai,13.049402,80.239964,2025-10-03T00:07:00,2025-10-03T00:22:00,2025-10-03T00:38:00,0,4,0,1,0,0,15,16,31,25,2,30,0.065,1
600018,Kodambakkam,West Chennai,13.053528,80.231031,2025-06-27T20:03:00,2025-06-27T20:17:00,2025-06-27T20:36:00,20,4,0,0,1,1,14,19,33,69,3,29,0.1,1
600011,Royapuram,North Chennai,13.106956,80.290669,2025-08-24T23:58:00,2025-08-25T00:36:00,2025-08-25T00:53:00,23,6,1,1,0,0,38,17,55,27,2,52,0.038,2
600020,Anna Nagar,West Chennai,13.079894,80.210378,2025-06-20T21:54:00,2025-06-20T22:09:00,2025-06-20T22:21:00,21,4,0,0,1,0,15,12,27,24,6,24,0.24,1
600127,Perungudi,IT Corridor,12.964705,80.244606,2025-09-18T09:13:00,2025-09-18T09:17:00,2025-09-18T09:30:00,9,3,0,0,0,1,4,13,17,59,1,15,0.062,0
600041,Adyar,South Chennai,13.00391,80.263594,2025-09-20T19:17:00,2025-09-20T19:26:00,2025-09-20T19:37:00,19,5,1,0,1,1,9,11,20,21,2,15,0.125,0
600042,Thiruvanmiyur,South Chennai,12.984031,80.261486,2025-07-25T10:23:00,2025-07-25T10:28:00,2025-07-25T10:37:00,10,4,0,0,0,1,5,9,14,44,4,12,0.308,0
600028,Nungambakkam,Central Chennai,13.055881,80.246298,2025-06-14T05:04:00,2025-06-14T05:20:00,2025-06-14T05:31:00,5,5,1,1,0,0,16,11,27,27,5,18,0.263,1
600007,Perambur,North Chennai,13.114317,80.237408,2025-11-27T02:53:00,2025-11-27T03:37:00,2025-11-27T04:09:00,2,3,0,1,0,0,44,32,76,26,4,58,0.068,2
600041,Adyar,South Chennai,13.007464,80.256486,2025-10-21T07:59:00,2025-10-21T08:03:00,2025-10-21T08:12:00,7,1,0,0,0,0,4,9,13,70,0,13,0.0,0
600007,Perambur,North Chennai,13.114609,80.237722,2025-10-22T00:23:00,2025-10-22T00:47:00,2025-10-22T01:09:00,0,2,0,1,0,0,24,22,46,26,11,51,0.212,2
600004,Mylapore,Central Chennai,13.030976,80.263833,2025-09-25T02:40:00,2025-09-25T02:58:00,2025-09-25T03:09:00,2,3,0,1,0,0,18,11,29,44,4,27,0.143,1
600023,Vyasarpadi,North Chennai,13.109571,80.244285,2025-10-23T21:05:00,2025-10-23T21:39:00,2025-10-23T21:58:00,21,3,0,0,1,0,34,19,53,28,6,32,0.182,2
600006,Triplicane,Central Chennai,13.0581,80.280758,2025-08-19T06:30:00,2025-08-19T06:46:00,2025-08-19T06:59:00,6,1,0,0,0,0,16,13,29,57,6,22,0.261,1
600096,OMR,IT Corridor,12.938282,80.234707,2025-08-28T13:16:00,2025-08-28T13:25:00,2025-08-28T13:32:00,13,3,0,0,0,0,9,7,16,18,3,14,0.2,0
600042,Thiruvanmiyur,South Chennai,12.977056,80.257808,2025-08-18T06:46:00,2025-08-18T06:50:00,2025-08-18T06:55:00,6,0,0,0,0,0,4,5,9,17,3,8,0.333,0
600004,Mylapore,Central Chennai,13.032556,80.26003,2025-06-19T18:34:00,2025-06-19T18:43:00,2025-06-19T18:57:00,18,3,0,0,1,1,9,14,23,25,5,36,0.135,1
600021,Kodungaiyur,North Chennai,13.132809,80.253317,2025-10-24T15:33:00,2025-10-24T15:40:00,2025-10-24T16:10:00,15,4,0,0,0,0,7,30,37,70,7,44,0.156,2
600011,Royapuram,North Chennai,13.108785,80.286951,2025-10-03T07:30:00,2025-10-03T07:48:00,2025-10-03T08:02:00,7,4,0,0,0,0,18,14,32,22,7,43,0.159,2
600024,Ashok Nagar,West Chennai,13.035561,80.209333,2025-08-18T16:55:00,2025-08-18T17:01:00,2025-08-18T17:13:00,16,0,0,0,0,0,6,12,18,64,4,26,0.148,1
600003,Park Town,Central Chennai,13.072703,80.284852,2025-07-24T15:38:00,2025-07-24T16:09:00,2025-07-24T16:23:00,15,3,0,0,0,0,31,14,45,19,7,38,0.179,2
600119,Besant Nagar,South Chennai,12.996596,80.26642,2025-11-08T22:57:00,2025-11-08T23:01:00,2025-11-08T23:11:00,22,5,1,1,1,0,4,10,14,24,1,15,0.062,0
600041,Adyar,South Chennai,13.009116,80.259356,2025-07-23T06:52:00,2025-07-23T07:01:00,2025-07-23T07:09:00,6,2,0,0,0,0,9,8,17,40,4,12,0.308,0
600003,Park Town,Central Chennai,13.07867,80.286971,2025-08-11T23:25:00,2025-08-11T23:54:00,2025-08-12T00:17:00,23,0,0,1,0,0,29,23,52,52,7,48,0.143,2
600003,Park Town,Central Chennai,13.078435,80.284374,2025-06-18T20:11:00,2025-06-18T20:33:00,2025-06-18T20:49:00,20,2,0,0,1,1,22,16,38,55,9,44,0.2,2
600004,Mylapore,Central Chennai,13.034619,80.260671,2025-09-14T20:53:00,2025-09-14T21:10:00,2025-09-14T21:23:00,20,6,1,0,1,1,17,13,30,43,5,29,0.167,1
600011,Royapuram,North Chennai,13.106837,80.291958,2025-11-01T23:52:00,2025-11-02T00:17:00,2025-11-02T00:35:00,23,5,1,1,0,0,25,18,43,61,8,29,0.267,2
600023,Vyasarpadi,North Chennai,13.10382,80.249479,2025-08-08T23:07:00,2025-08-08T23:18:00,2025-08-08T23:41:00,23,4,0,1,0,0,11,23,34,21,4,38,0.103,2
600018,Kodambakkam,West Chennai,13.052172,80.222351,2025-06-01T21:47:00,2025-06-01T21:55:00,2025-06-01T22:09:00,21,6,1,0,1,0,8,14,22,36,3,31,0.094,1
600006,Triplicane,Central Chennai,13.059104,80.281381,2025-07-27T16:07:00,2025-07-27T16:26:00,2025-07-27T16:35:00,16,6,1,0,0,0,19,9,28,22,4,27,0.143,1
600003,Park Town,Central Chennai,13.081572,80.286685,2025-10-07T07:11:00,2025-10-07T07:42:00,2025-10-07T08:00:00,7,1,0,0,0,0,31,18,49,15,8,37,0.211,2
600017,T. Nagar,Central Chennai,13.042029,80.230722,2025-07-31T20:15:00,2025-07-31T20:34:00,2025-07-31T20:51:00,20,3,0,0,1,1,19,17,36,40,8,26,0.296,1
600007,Perambur,North Chennai,13.114824,80.233192,2025-09-15T10:20:00,2025-09-15T10:40:00,2025-09-15T11:15:00,10,0,0,0,0,1,20,35,55,22,6,30,0.194,2
600017,T. Nagar,Central Chennai,13.044531,80.231098,2025-10-31T09:42:00,2025-10-31T09:52:00,2025-10-31T10:05:00,9,4,0,0,0,1,10,13,23,29,3,30,0.097,1
600007,Perambur,North Chennai,13.117363,80.240332,2025-07-19T22:51:00,2025-07-19T23:26:00,2025-07-19T23:53:00,22,5,1,1,1,0,35,27,62,20,4,40,0.098,2
600028,Nungambakkam,Central Chennai,13.057163,80.243497,2025-09-01T22:01:00,2025-09-01T22:18:00,2025-09-01T22:33:00,22,0,0,1,1,0,17,15,32,80,7,20,0.333,1
600020,Anna Nagar,West Chennai,13.084334,80.212638,2025-06-12T17:38:00,2025-06-12T17:54:00,2025-06-12T18:10:00,17,3,0,0,0,1,16,16,32,32,5,28,0.172,1
600096,OMR,IT Corridor,12.943647,80.232687,2025-07-10T21:47:00,2025-07-10T21:55:00,2025-07-10T22:02:00,21,3,0,0,1,0,8,7,15,50,4,9,0.4,0
